order_id,customer_id,order_date,status,region_code
O00437,C0305,2025-08-07 00:00:00,RETURNED,WEST
O00438,C0041,2026-04-23 05:33:54,DELIVERED,EAST
O00439,C0451,2024-08-13 00:25:40,PLACED,SOUTH
O00440,C0383,2024-12-20 15:00:59,PLACED,WEST
O00441,C0028,2025-06-28 00:00:00,RETURNED,SOUTH
O00442,C0168,2025-08-28 11:59:48,PLACED,WEST
O00443,C0498,2024-11-17 21:33:07,RETURNED,NORTH
O00444,C0114,2026-06-30 06:35:08,SHIPPED,SOUTH
O00445,C0173,2026-05-27 04:35:38,PLACED,WEST
O00446,C0135,2025-12-08 07:01:24,SHIPPED,SOUTH
O00447,C0247,2025-09-11 00:31:36,RETURNED,SOUTH
O00448,C0288,2025-09-24 04:58:30,SHIPPED,SOUTH
O00449,C0037,2026-02-16 03:02:11,RETURNED,NORTH
O00450,C0058,2025-04-07 16:24:02,DELIVERED,SOUTH
O00451,C0165,2026-04-07 10:29:07,DELIVERED,SOUTH
O00452,C0180,2025-08-18 10:04:34,CANCELLED,SOUTH
O00453,,2025-03-26 11:51:39,SHIPPED,EAST
O00454,C0080,2025-02-16 09:18:48,PLACED,NORTH
O00455,C0125,2025-10-16 01:50:18,DELIVERED,NORTH
O00456,C0176,2026-06-03 06:27:18,CANCELLED,WEST
O00457,C0012,2025-10-20 12:01:15,SHIPPED,SOUTH
O00458,C0280,2024-09-11 12:11:03,CANCELLED,SOUTH
O00459,C0356,2025-06-10 00:00:00,RETURNED,NORTH
O00460,C0131,2024-10-21 07:50:32,RETURNED,EAST
O00461,C0028,2026-01-23 19:28:34,PLACED,WEST
O00462,C0339,2024-12-10 07:43:54,DELIVERED,NORTH
O00463,C0010,2024-09-21 01:58:39,CANCELLED,SOUTH
O00464,C0195,2025-01-19 19:25:13,DELIVERED,WEST
O00465,C0444,2026-04-29 13:29:12,SHIPPED,WEST
O00466,C0288,2025-02-18 00:00:00,SHIPPED,EAST
O00467,C0171,2025-08-10 14:09:25,PLACED,EAST
O00468,C0351,2026-05-19 02:23:04,SHIPPED,EAST
O00469,C0416,2025-12-07 16:18:03,CANCELLED,NORTH
O00470,C0484,2024-10-19 06:00:56,SHIPPED,EAST
O00471,C0460,2025-07-20 20:43:11,CANCELLED,SOUTH
O00472,C0214,2026-03-06 19:02:31,DELIVERED,EAST
O00473,C0230,2025-04-22 09:16:06,SHIPPED,SOUTH
O00474,C0442,2025-02-23 05:15:56,RETURNED,SOUTH
O00475,C0221,2025-05-12 19:38:17,SHIPPED,SOUTH
O00476,C0163,2025-05-12 07:25:11,PLACED,SOUTH
O00477,C0163,2025-10-14 16:30:00,PLACED,EAST
O00478,C0451,2025-10-12 11:12:46,DELIVERED,WEST
O00479,C0382,2026-07-30 05:39:36,DELIVERED,SOUTH
O00480,C0399,2026-04-26 14:36:31,PLACED,EAST
O00481,C0311,2025-02-21 14:58:15,SHIPPED,SOUTH
O00482,,2025-04-29 18:03:29,CANCELLED,SOUTH
O00483,C0258,2024-08-20 20:34:32,DELIVERED,SOUTH
O00484,C0437,2025-06-21 06:35:52,SHIPPED,SOUTH
O00485,,2024-11-07 14:50:56,PLACED,EAST
O00486,C0487,2025-05-05 03:37:09,SHIPPED,SOUTH
O00487,C0034,2026-06-10 03:44:26,CANCELLED,WEST
O00488,C0353,2026-01-15 07:13:00,SHIPPED,WEST
O00489,C0208,2025-11-18 19:34:25,CANCELLED,EAST
O00490,C0202,2025-01-06 23:39:58,RETURNED,NORTH
O00491,C0267,2025-10-27 12:09:06,PLACED,SOUTH
O00492,C0266,2025-10-26 18:16:08,PLACED,WEST
O00493,C0265,2025-12-23 05:11:20,SHIPPED,EAST
O00494,C0226,2025-12-22 15:29:46,DELIVERED,WEST
O00495,C0086,2025-09-27 16:02:05,PLACED,SOUTH
O00496,C0238,2024-12-19 00:27:28,RETURNED,NORTH
O00497,C0093,2026-04-03 12:50:03,RETURNED,SOUTH
O00498,C0202,2025-03-14 12:18:34,SHIPPED,WEST
O00499,C0303,2025-05-08 06:31:50,CANCELLED,NORTH
O00500,C0129,2025-04-14 22:56:25,SHIPPED,NORTH
O00501,C0047,2026-01-10 08:02:32,DELIVERED,NORTH
O00502,C0269,2025-09-05 22:11:38,RETURNED,SOUTH
O00503,C0194,2025-08-19 00:00:00,SHIPPED,EAST
O00504,C0290,2026-03-30 05:06:00,SHIPPED,SOUTH
O00505,C0092,2026-02-28 12:39:40,DELIVERED,EAST
O00506,C0374,2025-07-18 14:11:58,SHIPPED,NORTH
O00507,C0461,2026-06-27 10:46:09,RETURNED,EAST
O00508,C0007,2024-10-05 08:26:25,RETURNED,NORTH
O00509,C0312,2025-05-28 10:29:47,RETURNED,WEST
O00510,C0233,2025-11-25 02:20:24,RETURNED,NORTH
O00511,C0126,2025-03-16 00:00:17,RETURNED,SOUTH
O00512,C0026,2025-07-31 15:47:01,DELIVERED,NORTH
O00513,C0075,2025-12-09 02:47:13,RETURNED,EAST
O00514,C0170,2024-11-25 00:00:00,CANCELLED,SOUTH
O00515,C0083,2026-06-10 20:18:50,RETURNED,SOUTH
O00516,C0495,2024-12-13 14:39:09,PLACED,NORTH
O00517,C0394,2025-12-16 00:06:25,CANCELLED,NORTH
O00518,C0389,2026-04-24 19:45:25,DELIVERED,WEST
O00519,C0069,2026-07-27 16:33:20,DELIVERED,WEST
O00520,C0269,2025-04-24 12:11:32,PLACED,NORTH
O00521,C0293,2025-06-29 02:02:51,PLACED,WEST
O00522,C0371,2025-12-08 18:36:27,DELIVERED,WEST
O00523,C0312,2025-11-24 01:06:23,RETURNED,EAST
O00524,C0475,2025-10-23 10:54:54,RETURNED,WEST
O00525,C0253,2025-06-15 20:19:43,SHIPPED,EAST
O00526,,2026-05-26 00:00:00,PLACED,SOUTH
O00527,C0410,2026-07-10 23:53:08,PLACED,EAST
O00528,C0180,2024-09-29 20:46:06,PLACED,SOUTH
O00529,C0354,2024-10-05 21:34:17,DELIVERED,EAST
O00530,C0260,2024-12-09 06:42:27,PLACED,EAST
O00531,C0175,2025-04-29 08:27:42,PLACED,SOUTH
O00532,C0100,2025-01-29 17:06:32,CANCELLED,WEST
O00533,,2025-04-05 22:32:51,SHIPPED,WEST
O00534,C0457,2025-04-08 13:51:24,CANCELLED,WEST
O00535,C0476,2025-12-25 15:51:53,DELIVERED,EAST
O00536,C0285,2025-03-19 18:05:39,DELIVERED,EAST
O00537,C0034,2026-02-08 06:15:30,PLACED,EAST
O00538,C0193,2025-03-01 04:51:54,RETURNED,WEST
O00539,C0096,2025-11-18 16:00:43,DELIVERED,EAST
O00540,,2025-12-19 03:51:32,CANCELLED,SOUTH
O00541,C0191,2025-06-08 14:38:23,SHIPPED,EAST
O00542,C0090,2025-03-04 03:14:57,SHIPPED,NORTH
O00543,C0228,2026-06-25 22:35:34,RETURNED,SOUTH
O00544,C0098,2025-07-17 00:19:31,RETURNED,EAST
O00545,C0398,2026-04-04 01:13:46,PLACED,SOUTH
O00546,C0106,2026-06-06 14:41:48,RETURNED,NORTH
O00547,C0003,2026-08-04 00:00:00,RETURNED,NORTH
O00548,C0171,2025-05-14 00:00:00,RETURNED,EAST
O00549,C0012,2026-03-09 08:36:03,SHIPPED,EAST
O00550,C0103,2025-11-04 07:47:45,DELIVERED,WEST
O00551,C0344,2025-09-14 01:45:48,DELIVERED,NORTH
O00552,C0008,2025-07-21 04:48:26,PLACED,SOUTH
O00553,C0278,2025-06-23 00:08:01,SHIPPED,EAST
O00554,C0294,2024-12-13 09:51:14,RETURNED,EAST
O00555,C0277,2024-12-26 06:42:19,CANCELLED,NORTH
O00556,C0055,2026-05-30 22:28:52,CANCELLED,SOUTH
O00557,C0361,2024-08-23 09:27:14,CANCELLED,EAST
O00558,C0160,2024-11-10 13:43:52,RETURNED,NORTH
O00559,C0499,2026-02-21 17:28:46,RETURNED,SOUTH
O00560,C0048,2025-02-03 16:35:10,CANCELLED,NORTH
O00561,C0234,2026-01-01 15:48:47,CANCELLED,WEST
O00562,C0119,2025-02-16 21:51:30,RETURNED,EAST
O00563,C0468,2026-08-05 21:50:27,DELIVERED,EAST
O00564,C0233,2026-03-06 05:39:35,PLACED,EAST
O00565,C0246,2026-01-31 16:45:20,DELIVERED,SOUTH
O00566,C0261,2026-03-10 18:58:48,PLACED,EAST
O00567,C0285,2024-10-06 15:19:59,RETURNED,WEST
O00568,C0206,2025-01-16 00:09:19,SHIPPED,SOUTH
O00569,C0499,2024-12-13 02:15:17,SHIPPED,WEST
O00570,C0402,2025-06-09 20:17:04,DELIVERED,SOUTH
O00571,C0089,2024-10-24 11:03:04,RETURNED,WEST
O00572,C0059,2024-10-18 16:04:07,RETURNED,NORTH
O00573,C0421,2024-09-23 23:59:41,CANCELLED,NORTH
O00574,C0307,2026-08-03 01:55:04,CANCELLED,EAST
O00575,C0254,2026-06-18 22:48:19,SHIPPED,SOUTH
O00576,C0455,2025-08-07 23:38:27,PLACED,SOUTH
O00577,C0339,2025-10-05 10:21:51,CANCELLED,WEST
O00578,C0101,2024-09-16 06:11:50,DELIVERED,EAST
O00579,C0471,2024-08-25 22:17:45,DELIVERED,NORTH
O00580,,2026-03-27 06:03:51,CANCELLED,SOUTH
O00581,C0437,2025-06-09 19:40:05,RETURNED,NORTH
O00582,C0001,2025-09-16 10:33:55,DELIVERED,NORTH
O00583,C0441,2026-03-22 00:00:00,CANCELLED,WEST
O00584,C0321,2024-10-09 02:43:59,CANCELLED,WEST
O00585,C0280,2024-10-25 04:11:03,SHIPPED,SOUTH
O00586,C0285,2025-02-25 07:16:59,CANCELLED,SOUTH
O00587,C0148,2025-11-28 13:04:40,SHIPPED,NORTH
O00588,C0037,2024-12-04 01:20:32,CANCELLED,WEST
O00589,C0500,2024-10-09 22:29:39,CANCELLED,WEST
O00590,C0458,2025-12-27 01:47:02,CANCELLED,SOUTH
O00591,C0233,2026-07-30 00:54:24,CANCELLED,WEST
O00592,C0182,2026-06-24 05:12:00,PLACED,WEST
O00593,C0434,2025-06-04 06:04:42,DELIVERED,WEST
O00594,C0475,2025-04-02 17:54:19,PLACED,WEST
O00595,C0361,2025-01-30 14:19:23,PLACED,SOUTH
O00596,C0374,2025-02-13 14:37:25,DELIVERED,WEST
O00597,C0265,2026-03-01 08:33:09,PLACED,SOUTH
O00598,C0242,2025-03-14 04:13:46,PLACED,EAST
O00599,C0314,2025-07-15 15:55:38,PLACED,WEST
O00600,C0233,2025-12-05 01:15:53,DELIVERED,WEST
O00601,C0181,2024-11-11 15:18:12,DELIVERED,SOUTH
O00602,C0019,2024-11-15 10:00:03,DELIVERED,EAST
O00603,C0032,2025-09-18 14:00:25,RETURNED,NORTH
O00604,C0337,2026-05-18 17:55:21,RETURNED,NORTH
O00605,C0147,2024-12-15 23:10:54,PLACED,EAST
O00606,C0130,2024-08-27 15:25:33,DELIVERED,NORTH
O00607,C0380,2024-09-01 18:09:16,RETURNED,SOUTH
O00608,C0338,2026-01-02 20:16:14,DELIVERED,SOUTH
O00609,C0249,2025-05-09 14:49:16,PLACED,EAST
O00610,C0044,2026-06-04 17:15:19,SHIPPED,WEST
O00611,C0386,2026-07-17 08:43:56,SHIPPED,WEST
O00612,C0372,2025-04-15 01:00:36,DELIVERED,NORTH
O00613,C0329,2026-06-07 17:26:27,PLACED,SOUTH
O00614,C0238,2025-08-10 06:59:09,RETURNED,SOUTH
O00615,C0195,2025-08-03 07:56:09,DELIVERED,SOUTH
O00616,C0272,2026-06-12 00:00:00,CANCELLED,WEST
O00617,C0348,2025-09-29 08:02:14,PLACED,NORTH
O00618,C0470,2026-08-01 13:49:35,CANCELLED,EAST
O00619,C0172,2025-03-05 00:59:28,DELIVERED,WEST
O00620,C0237,2025-10-05 12:26:36,RETURNED,SOUTH
O00621,C0267,2025-07-16 23:19:44,SHIPPED,EAST
O00622,,2024-11-18 00:00:00,PLACED,NORTH
O00623,C0211,2026-01-29 07:27:04,CANCELLED,EAST
O00624,C0113,2025-09-28 07:52:02,PLACED,NORTH
O00625,C0318,2024-12-20 23:01:13,SHIPPED,NORTH
O00626,C0363,2025-11-07 08:42:18,RETURNED,SOUTH
O00627,C0193,2025-11-12 14:35:42,RETURNED,SOUTH
O00628,C0459,2025-07-26 01:24:16,DELIVERED,WEST
O00629,C0339,2025-12-08 14:23:48,DELIVERED,WEST
O00630,C0355,2026-03-10 03:32:32,DELIVERED,EAST
O00631,C0083,2025-12-12 07:56:33,PLACED,WEST
O00632,C0199,2026-06-17 20:45:30,DELIVERED,SOUTH
O00633,C0226,2025-10-17 12:15:04,SHIPPED,WEST
O00634,C0092,2025-07-09 07:23:03,RETURNED,WEST
O00635,C0112,2025-09-16 00:48:58,CANCELLED,EAST
O00636,,2025-12-15 09:18:11,DELIVERED,WEST
O00637,C0010,2025-12-15 04:29:20,PLACED,NORTH
O00638,C0341,2025-09-24 01:16:32,DELIVERED,WEST
O00639,,2025-04-02 23:19:25,CANCELLED,WEST
O00640,C0224,2026-07-12 10:22:26,PLACED,SOUTH
O00641,C0002,2025-05-02 02:30:16,CANCELLED,NORTH
O00642,C0291,2025-08-14 13:27:23,DELIVERED,EAST
O00643,C0206,2025-09-28 14:57:40,PLACED,EAST
O00644,C0274,2025-01-28 20:47:57,CANCELLED,EAST
O00645,C0332,2026-04-22 11:39:30,CANCELLED,SOUTH
O00646,C0154,2024-10-14 00:13:34,DELIVERED,WEST
O00647,C0044,2025-07-14 15:41:29,SHIPPED,SOUTH
O00648,C0019,2025-04-01 13:53:50,RETURNED,SOUTH
O00649,C0251,2025-05-16 13:30:49,DELIVERED,WEST
O00650,C0274,2025-06-21 14:51:15,PLACED,NORTH
O00651,C0174,2025-02-23 05:58:21,PLACED,WEST
O00652,C0061,2024-12-04 09:36:13,RETURNED,WEST
O00653,C0482,2025-03-29 05:49:39,SHIPPED,SOUTH
O00654,C0474,2024-08-13 15:35:35,CANCELLED,NORTH
O00655,C0242,2024-08-05 12:32:23,SHIPPED,SOUTH
O00656,C0008,2025-09-15 00:00:00,DELIVERED,NORTH
O00657,C0234,2026-04-30 18:35:57,PLACED,NORTH
O00658,C0059,2026-03-17 10:25:57,SHIPPED,NORTH
O00659,C0412,2026-05-26 01:41:11,CANCELLED,EAST
O00660,C0062,2024-11-19 07:38:34,SHIPPED,EAST
O00661,C0429,2025-04-29 13:17:52,PLACED,SOUTH
O00662,C0172,2025-03-16 04:27:14,CANCELLED,SOUTH
O00663,C0357,2025-08-04 21:18:07,SHIPPED,NORTH
O00664,C0069,2025-09-25 01:47:04,RETURNED,WEST
O00665,C0399,2024-08-11 21:51:37,PLACED,NORTH
O00666,C0004,2026-01-21 15:46:46,RETURNED,EAST
O00667,C0214,2026-07-22 15:47:30,CANCELLED,SOUTH
O00668,C0106,2025-08-22 13:05:20,CANCELLED,WEST
O00669,C0123,2026-03-15 05:51:00,PLACED,SOUTH
O00670,C0368,2025-08-10 23:59:35,DELIVERED,EAST
O00671,,2025-03-26 03:57:47,PLACED,NORTH
O00672,C0317,2024-08-12 13:03:44,RETURNED,SOUTH
O00673,C0238,2026-03-23 07:39:18,DELIVERED,NORTH
O00674,C0100,2025-07-05 18:42:50,CANCELLED,WEST
O00675,C0091,2026-04-17 05:57:35,PLACED,EAST
O00676,C0146,2025-03-20 23:17:29,RETURNED,WEST
O00677,C0023,2025-11-12 03:46:29,RETURNED,SOUTH
O00678,C0081,2025-02-01 00:59:08,PLACED,NORTH
O00679,C0459,2026-04-16 07:38:20,RETURNED,EAST
O00680,C0215,2024-08-11 01:22:16,DELIVERED,SOUTH
O00681,C0399,2025-10-05 06:14:03,SHIPPED,WEST
O00682,C0446,2025-05-22 16:02:42,PLACED,WEST
O00683,C0300,2024-12-29 22:02:10,SHIPPED,SOUTH
O00684,C0476,2025-06-21 06:07:52,DELIVERED,SOUTH
O00685,C0235,2026-06-21 15:30:40,DELIVERED,SOUTH
O00686,C0172,2025-10-14 20:18:32,PLACED,EAST
O00687,C0070,2025-07-10 23:04:17,CANCELLED,SOUTH
O00688,C0390,2025-06-08 01:31:49,RETURNED,SOUTH
O00689,C0405,2025-02-15 13:13:10,SHIPPED,SOUTH
O00690,C0045,2024-12-10 06:22:56,SHIPPED,WEST
O00691,C0429,2026-02-11 00:00:00,CANCELLED,SOUTH
O00692,C0127,2026-02-28 23:41:27,RETURNED,SOUTH
O00693,C0468,2025-12-20 00:00:00,PLACED,NORTH
O00694,C0241,2025-06-04 03:47:11,CANCELLED,WEST
O00695,C0246,2026-05-10 21:48:51,PLACED,WEST
O00696,C0254,2025-05-26 07:55:25,PLACED,WEST
O00697,C0487,2025-01-23 18:57:33,SHIPPED,NORTH
O00698,C0009,2025-02-25 17:07:33,CANCELLED,NORTH
O00699,C0500,2024-10-05 23:23:41,CANCELLED,SOUTH
O00700,C0405,2025-06-29 09:55:51,PLACED,NORTH
O00701,C0198,2025-12-04 03:41:03,PLACED,EAST
O00702,C0219,2025-02-07 12:34:27,RETURNED,SOUTH
O00703,C0404,2025-09-10 17:07:40,DELIVERED,NORTH
O00704,C0264,2026-03-22 06:50:42,PLACED,NORTH
O00705,C0197,2026-04-18 19:08:10,DELIVERED,EAST
O00706,C0090,2026-07-13 05:35:52,RETURNED,SOUTH
O00707,C0071,2025-11-24 17:59:49,PLACED,WEST
O00708,C0378,2026-04-24 17:06:22,SHIPPED,SOUTH
O00709,C0165,2026-01-26 10:30:34,CANCELLED,EAST
O00710,C0028,2026-01-19 05:26:18,CANCELLED,NORTH
O00711,C0241,2025-03-04 14:45:05,RETURNED,EAST
O00712,C0232,2025-03-14 13:34:46,PLACED,SOUTH
O00713,C0457,2025-12-22 02:56:01,CANCELLED,SOUTH
O00714,C0148,2026-03-05 11:58:45,SHIPPED,EAST
O00715,C0058,2025-09-22 14:58:41,SHIPPED,NORTH
O00716,C0151,2026-04-25 16:06:15,SHIPPED,WEST
O00717,C0178,2025-03-02 06:01:26,PLACED,EAST
O00718,C0097,2025-06-22 03:54:16,SHIPPED,EAST
O00719,C0211,2024-12-29 11:24:14,DELIVERED,WEST
O00720,C0304,2026-05-30 08:52:35,RETURNED,WEST
O00721,C0235,2024-09-27 15:04:44,DELIVERED,SOUTH
O00722,C0405,2024-12-25 03:08:04,DELIVERED,NORTH
O00723,C0076,2024-11-19 13:40:29,SHIPPED,SOUTH
O00724,C0365,2025-03-18 09:15:57,SHIPPED,SOUTH
O00725,C0083,2024-10-30 00:00:00,DELIVERED,SOUTH
O00726,C0226,2025-12-13 03:21:32,RETURNED,NORTH
O00727,C0341,2025-07-25 03:01:38,DELIVERED,WEST
O00728,C0277,2025-11-28 06:07:45,PLACED,NORTH
O00729,C0208,2025-07-23 03:00:40,CANCELLED,EAST
O00730,,2025-03-04 19:45:58,RETURNED,EAST
O00731,C0332,2026-01-31 12:34:26,DELIVERED,SOUTH
O00732,C0410,2025-12-02 03:47:24,CANCELLED,EAST
O00733,C0353,2025-08-22 14:17:19,PLACED,SOUTH
O00734,C0348,2024-12-29 07:28:02,CANCELLED,SOUTH
O00735,C0229,2025-04-11 12:03:02,RETURNED,SOUTH
O00736,C0299,2024-08-20 12:22:29,DELIVERED,SOUTH
O00737,C0012,2024-12-01 15:05:13,PLACED,WEST
O00738,C0100,2024-09-13 00:01:37,RETURNED,NORTH
O00739,C0466,2025-09-24 23:23:45,CANCELLED,EAST
O00740,C0198,2024-08-22 15:22:04,DELIVERED,EAST
O00741,C0229,2024-12-27 20:56:46,CANCELLED,WEST
O00742,C0412,2024-10-23 21:20:03,CANCELLED,WEST
O00743,C0072,2025-03-12 13:48:52,SHIPPED,SOUTH
O00744,C0156,2025-03-02 12:58:45,DELIVERED,NORTH
O00745,C0478,2024-11-10 13:43:04,PLACED,NORTH
O00746,C0210,2026-02-11 23:02:13,SHIPPED,WEST
O00747,C0364,2025-07-11 23:29:48,SHIPPED,SOUTH
O00748,C0427,2026-02-21 05:04:35,PLACED,EAST
O00749,C0428,2024-08-11 19:45:13,CANCELLED,SOUTH
O00750,C0014,2025-02-02 06:43:14,DELIVERED,WEST
O00751,C0064,2024-10-14 12:12:43,CANCELLED,SOUTH
O00752,C0252,2024-11-30 11:45:57,PLACED,NORTH
O00753,C0392,2024-08-16 21:18:33,PLACED,EAST
O00754,C0298,2025-08-23 19:48:29,DELIVERED,WEST
O00755,C0499,2025-01-21 03:29:51,RETURNED,NORTH
O00756,C0433,2025-04-28 00:32:09,SHIPPED,EAST
O00757,C0237,2025-06-27 20:42:58,SHIPPED,NORTH
O00758,C0140,2025-04-04 11:01:43,DELIVERED,NORTH
O00759,C0149,2026-04-07 17:48:00,PLACED,SOUTH
O00760,C0393,2026-04-18 09:52:36,RETURNED,SOUTH
O00761,C0279,2025-08-27 13:35:18,DELIVERED,EAST
O00762,C0351,2025-05-20 22:09:42,RETURNED,EAST
O00763,C0422,2025-07-31 14:31:23,DELIVERED,EAST
O00764,C0399,2026-01-28 18:37:28,SHIPPED,NORTH
O00765,C0112,2026-04-12 04:02:39,SHIPPED,NORTH
O00766,C0214,2024-08-30 02:26:28,SHIPPED,NORTH
O00767,C0246,2025-04-18 23:05:57,SHIPPED,WEST
O00768,C0456,2024-10-06 18:17:06,DELIVERED,SOUTH
O00769,C0364,2026-05-22 15:39:39,PLACED,SOUTH
O00770,C0066,2026-03-11 10:26:57,SHIPPED,EAST
O00771,C0065,2024-11-26 22:05:34,CANCELLED,NORTH
O00772,,2024-09-17 23:26:55,CANCELLED,NORTH
O00773,C0101,2025-02-28 10:48:18,RETURNED,NORTH
O00774,C0241,2026-03-30 22:02:11,PLACED,EAST
O00775,,2025-06-06 06:05:25,PLACED,SOUTH
O00776,C0301,2024-09-29 21:31:31,DELIVERED,NORTH
O00777,C0047,2025-10-01 08:39:00,DELIVERED,EAST
O00778,C0181,2025-08-05 14:59:22,RETURNED,SOUTH
O00779,C0259,2024-12-24 12:09:26,RETURNED,NORTH
O00780,C0271,2025-01-01 17:32:32,DELIVERED,SOUTH
O00781,C0462,2026-07-02 00:00:00,PLACED,SOUTH
O00782,C0472,2026-05-21 02:14:51,DELIVERED,SOUTH
O00783,C0226,2025-02-15 16:38:14,DELIVERED,WEST
O00784,C0218,2026-05-02 05:28:33,PLACED,EAST
O00785,C0064,2025-05-28 19:56:12,CANCELLED,EAST
O00786,C0361,2026-05-10 18:33:20,PLACED,EAST
O00787,C0253,2024-08-15 05:59:17,RETURNED,EAST
O00788,C0352,2024-11-08 04:20:47,RETURNED,WEST
O00789,C0149,2026-03-25 02:05:29,PLACED,WEST
O00790,C0481,2026-02-11 13:27:58,CANCELLED,NORTH
O00791,C0203,2025-02-14 19:48:47,PLACED,NORTH
O00792,C0074,2025-05-31 07:58:15,PLACED,SOUTH
O00793,C0034,2026-03-27 11:30:01,SHIPPED,WEST
O00794,C0063,2025-07-15 12:12:31,CANCELLED,EAST
O00795,C0392,2025-02-13 10:15:19,DELIVERED,WEST
O00796,C0183,2026-03-01 09:01:59,CANCELLED,WEST
O00797,C0262,2024-08-31 11:29:43,PLACED,NORTH
O00798,C0129,2025-01-07 03:48:01,SHIPPED,NORTH
O00799,C0051,2025-07-29 09:23:54,CANCELLED,NORTH
O00800,C0498,2026-02-27 14:13:42,DELIVERED,SOUTH
O00801,C0156,2026-03-27 07:13:29,PLACED,WEST
O00802,C0406,2024-10-17 10:21:55,CANCELLED,WEST
O00803,C0259,2025-09-14 05:33:20,RETURNED,NORTH
O00804,C0488,2026-01-04 18:06:18,PLACED,WEST
O00805,C0231,2025-01-14 08:33:16,CANCELLED,NORTH
O00806,C0017,2025-08-07 16:55:31,DELIVERED,SOUTH
O00807,C0252,2025-06-03 16:35:45,CANCELLED,WEST
O00808,C0392,2026-01-16 17:49:25,RETURNED,WEST
O00809,C0244,2025-04-04 20:57:30,PLACED,WEST
O00810,C0135,2026-08-02 15:08:07,RETURNED,EAST
O00811,C0393,2025-04-13 09:09:09,PLACED,NORTH
O00812,C0066,2024-12-06 15:32:59,RETURNED,NORTH
O00813,C0392,2025-12-07 03:17:24,PLACED,WEST
O00814,C0177,2026-02-22 02:08:29,PLACED,SOUTH
O00815,C0127,2024-09-07 05:13:14,PLACED,NORTH
O00816,C0445,2026-03-06 21:29:26,PLACED,EAST
O00817,C0020,2026-08-03 13:36:39,RETURNED,WEST
O00818,,2025-10-06 07:43:51,PLACED,EAST
O00819,C0194,2025-09-14 01:35:15,PLACED,WEST
O00820,C0052,2024-11-08 07:42:04,CANCELLED,EAST
O00821,C0086,2025-02-18 04:54:36,CANCELLED,SOUTH
O00822,C0255,2025-08-14 05:35:17,PLACED,SOUTH
O00823,C0148,2025-12-14 09:41:38,RETURNED,WEST
O00824,C0412,2025-03-25 13:05:52,PLACED,NORTH
O00825,C0304,2025-01-06 19:17:43,RETURNED,WEST
O00826,C0219,2025-05-12 09:39:29,DELIVERED,EAST
O00827,C0222,2026-06-25 19:22:56,CANCELLED,WEST
O00828,C0129,2024-09-14 21:47:59,RETURNED,SOUTH
O00829,,2026-06-07 06:33:50,SHIPPED,WEST
O00830,C0110,2026-01-05 06:54:35,CANCELLED,EAST
O00831,C0480,2025-01-21 14:41:07,CANCELLED,NORTH
O00832,C0268,2024-11-01 03:57:26,SHIPPED,SOUTH
O00833,C0383,2025-02-04 17:32:25,CANCELLED,WEST
O00834,C0164,2025-12-10 01:05:47,SHIPPED,WEST
O00835,C0137,2025-07-08 16:10:41,DELIVERED,SOUTH
O00836,C0208,2025-04-14 12:11:17,PLACED,SOUTH
O00837,C0409,2024-08-17 03:42:02,RETURNED,WEST
O00838,C0217,2024-12-13 00:00:00,SHIPPED,EAST
O00839,,2026-04-14 11:19:43,DELIVERED,SOUTH
O00840,C0330,2025-03-07 21:41:46,CANCELLED,NORTH
O00841,C0029,2025-11-02 14:21:28,RETURNED,EAST
O00842,C0444,2024-11-06 09:14:54,DELIVERED,NORTH
O00843,C0204,2025-06-08 21:13:11,SHIPPED,SOUTH
O00844,C0058,2026-04-10 09:31:28,PLACED,EAST
O00845,C0255,2025-02-10 06:19:55,PLACED,EAST
O00846,C0169,2024-08-12 09:16:58,SHIPPED,WEST
O00847,C0112,2024-09-07 01:37:53,DELIVERED,WEST
O00848,C0210,2025-10-30 18:52:44,CANCELLED,EAST
O00849,C0359,2026-04-05 23:51:19,CANCELLED,WEST
O00850,C0350,2026-01-23 23:21:28,SHIPPED,EAST
O00851,C0244,2025-08-09 14:30:21,PLACED,NORTH
O00852,C0431,2026-01-22 03:38:46,PLACED,SOUTH
O00853,C0130,2025-11-11 13:01:15,DELIVERED,NORTH
O00854,C0274,2024-12-03 20:04:39,CANCELLED,NORTH
O00855,C0466,2025-05-20 22:11:28,DELIVERED,EAST
O00856,C0047,2026-03-27 03:30:57,DELIVERED,SOUTH
O00857,C0441,2024-10-13 22:50:40,DELIVERED,WEST
O00858,,2025-02-14 15:20:14,CANCELLED,WEST
O00859,C0378,2024-12-05 22:31:50,CANCELLED,NORTH
O00860,C0423,2025-08-28 17:59:16,PLACED,EAST
O00861,C0216,2024-10-15 10:40:00,DELIVERED,WEST
O00862,,2026-01-20 05:45:11,SHIPPED,WEST
O00863,C0406,2025-11-28 00:00:00,SHIPPED,EAST
O00864,C0161,2025-04-25 07:27:48,SHIPPED,SOUTH
O00865,C0434,2026-07-29 11:05:50,DELIVERED,WEST
O00866,C0245,2026-03-18 10:02:45,SHIPPED,EAST
O00867,C0410,2025-12-04 00:07:46,DELIVERED,SOUTH
O00868,C0202,2024-09-21 02:16:30,RETURNED,SOUTH
O00869,C0011,2024-09-20 21:06:27,RETURNED,SOUTH
O00870,C0465,2025-05-08 14:08:53,DELIVERED,SOUTH
O00871,C0026,2025-12-19 02:33:55,DELIVERED,SOUTH
O00872,C0046,2024-12-03 00:03:57,RETURNED,NORTH
