item_id,order_id,product_id,quantity,unit_price,discount_percent
I00667,O00009,P0312,3,3012.33,87
I00668,O00154,P0301,2,3384.09,37
I00669,O00167,P0417,5,1387.27,36
I00670,O00016,P0121,1,5055.95,27
I00671,O00127,P0449,3,4820.89,39
I00672,O00677,P0199,1,2943.0,6
I00673,O00900,P0341,3,4768.72,64
I00674,O00089,P0255,5,6497.85,18
I00675,O00941,P0133,2,4440.48,28
I00676,O00364,P0013,1,3150.43,86
I00677,O00991,P0004,4,832.98,33
I00678,O00178,P0333,3,6422.64,86
I00679,O00143,P0186,3,7338.18,25
I00680,O00568,P0114,3,5765.39,39
I00681,O00950,P0296,1,8269.06,69
I00682,O00897,P0290,2,212.4,12
I00683,O00711,P0492,2,919.17,87
I00684,O00438,P0210,3,5280.44,52
I00685,O00573,P0155,-4,485.06,98
I00686,O00144,P0168,4,3298.38,38
I00687,O00383,P0062,2,3278.95,69
I00688,O00055,P0101,5,4805.39,50
I00689,O00007,P0023,2,4954.6,97
I00690,O00056,P0151,5,5334.29,34
I00691,O00100,P0391,1,8914.12,72
I00692,O00886,P0105,4,3668.67,94
I00693,O00758,P0072,5,5309.09,89
I00694,O00576,P0393,2,560.03,63
I00695,O00692,P0374,2,2433.47,19
I00696,O00737,P0393,3,631.01,0
I00697,O00206,P0327,4,2305.95,0
I00698,O00124,P0130,2,6043.88,31
I00699,O00026,P0381,2,8926.24,56
I00700,O00125,P0147,4,172.24,61
I00701,O00862,P0258,2,1441.16,33
I00702,O00880,P0324,5,2516.5,15
I00703,O00023,P0055,4,521.0,95
I00704,O00760,P0239,2,1618.12,25
I00705,O00297,P0106,4,3911.19,75
I00706,O00282,P0172,4,4432.95,89
I00707,O00834,P0127,1,3680.27,3
I00708,O00578,P0300,3,1484.65,74
I00709,O00667,P0219,3,4545.35,79
I00710,O00929,P0061,4,4483.65,17
I00711,O00470,P0395,4,3511.07,20
I00712,O00882,P0219,3,3707.34,44
I00713,O00065,P0125,5,4255.39,19
I00714,O00577,P0050,3,4244.63,91
I00715,O00781,P0492,2,1125.8,50
I00716,O00661,P0099,1,745.22,60
I00717,O00590,P0144,5,413.77,64
I00718,O00715,P0002,5,5999.18,74
I00719,O00850,P0368,3,2684.13,5
I00720,O00163,P0112,1,3796.21,85
I00721,O00696,P0182,1,1002.72,97
I00722,O00828,P0395,2,5010.86,30
I00723,O00179,P0417,1,1773.23,49
I00724,O00064,P0498,4,591.1,14
I00725,O00075,P0030,1,1805.1,47
I00726,O00031,P0007,5,628.33,41
I00727,O00387,P0373,1,1726.38,81
I00728,O00201,P0197,5,2373.27,56
I00729,O00760,P0365,3,775.06,67
I00730,O00025,P0066,2,6123.47,85
I00731,O00830,P0256,1,5562.7,0
I00732,O00582,P0112,3,4618.36,9
I00733,O00748,P0203,3,5885.63,93
I00734,O00853,P0021,5,2350.04,60
I00735,O00634,P0365,5,1188.07,17
I00736,O00641,P0107,1,625.17,9
I00737,O00802,P0118,5,558.25,12
I00738,O00053,P0113,1,4196.42,42
I00739,O00964,P0459,1,2690.57,32
I00740,O00070,P0284,4,7844.29,20
I00741,O00590,P0007,3,428.58,66
I00742,O00409,P0106,5,3810.0,69
I00743,O00960,P0197,1,3443.3,33
I00744,O00432,P0062,1,3603.58,42
I00745,O00561,P0468,1,5578.74,42
I00746,O00075,P0041,1,5688.28,72
I00747,O00784,P0393,5,579.17,44
I00748,O00613,P0012,1,2373.51,10
I00749,O00133,P0355,5,3846.86,5
I00750,O00520,P0433,1,1189.79,44
I00751,O00801,P0440,4,5462.87,29
I00752,O00027,P0128,1,2783.08,25
I00753,O00389,P0179,5,4934.73,94
I00754,O00054,P0080,1,638.71,48
I00755,O00438,P0156,2,499.62,14
I00756,O00631,P0342,4,1134.89,47
I00757,O00448,P0045,3,9331.22,30
I00758,O00011,P0191,2,906.15,95
I00759,O00822,P0011,5,2826.47,92
I00760,O00079,P0220,2,5446.07,56
I00761,O00322,P0313,2,2226.19,83
I00762,O00133,P0322,2,4026.09,61
I00763,O00079,P0064,1,5125.69,69
I00764,O00753,P0045,2,8874.99,28
I00765,O00965,P0010,4,4414.45,70
I00766,O00251,P0236,3,2998.7,34
I00767,O00516,P0003,3,5311.18,44
I00768,O00637,P0122,4,5416.23,10
I00769,O00862,P0115,2,1870.6,29
I00770,O00216,P0441,3,568.96,92
I00771,O00241,P0211,2,4106.54,83
I00772,O00022,P0493,4,248.17,4
I00773,O00394,P0374,3,1990.07,10
I00774,O00625,P0132,1,2724.95,2
I00775,O00046,P0142,4,6066.44,48
I00776,O00546,P0352,2,532.58,39
I00777,O00357,P0285,1,1761.26,77
I00778,O00930,P0113,3,3416.47,96
I00779,O00029,P0271,5,738.62,79
I00780,O00802,P0375,4,3283.43,94
I00781,O00567,P0406,1,6416.31,92
I00782,O00961,P0499,3,7550.62,54
I00783,O00788,P0433,5,1431.18,20
I00784,O00947,P0225,4,460.92,1
I00785,O00974,P0436,3,1899.18,31
I00786,O00585,P0189,5,2215.86,78
I00787,O00676,P0023,3,4330.38,83
I00788,O00315,P0380,-5,7641.66,41
I00789,O00455,P0259,3,6695.39,56
I00790,O00990,P0064,1,5503.47,81
I00791,O00060,P0457,5,235.96,10
I00792,O00565,P0403,3,3877.38,8
I00793,O00785,P0467,4,2376.06,33
I00794,O00646,P0367,4,2780.33,79
I00795,O00671,P0239,1,1061.48,87
I00796,O00594,P0076,5,5695.22,70
I00797,O00732,P0164,2,3227.04,32
I00798,O00879,P0494,1,8593.53,69
I00799,O00359,P0349,1,3906.35,64
I00800,O00080,P0241,4,2149.96,41
I00801,O00843,P0142,5,7981.0,9
I00802,O00147,P0093,4,4192.63,77
I00803,O00418,P0472,3,2444.28,47
I00804,O00302,P0307,4,5635.45,20
I00805,O00953,P0341,3,4346.8,75
I00806,O00217,P0393,1,579.32,65
I00807,O00730,P0001,5,4925.66,27
I00808,O00034,P0314,4,4829.98,19
I00809,O00665,P0383,4,4800.42,9
I00810,O00589,P0203,2,5001.64,93
I00811,O00125,P0486,4,3350.98,67
I00812,O00676,P0088,1,507.05,56
I00813,O00857,P0227,3,8002.11,31
I00814,O00787,P0123,3,9297.22,29
I00815,O00996,P0307,4,4087.65,30
I00816,O00902,P0238,4,7107.65,10
I00817,O00079,P0279,3,9214.05,83
I00818,O00460,P0074,4,3281.94,29
I00819,O00129,P0020,5,8082.31,31
I00820,O00682,P0416,4,2631.53,33
I00821,O00121,P0365,3,729.94,53
I00822,O00590,P0223,5,6567.08,98
I00823,O00898,P0123,2,7084.99,21
I00824,O00784,P0058,1,404.0,60
I00825,O00035,P0418,1,2804.0,3
I00826,O00136,P0134,2,2527.08,67
I00827,O00363,P0426,4,3530.3,89
I00828,O00301,P0283,5,4283.43,43
I00829,O00111,P0322,5,4880.5,5
I00830,O00364,P0313,1,3076.29,52
I00831,O00447,P0097,4,4256.31,61
I00832,O00742,P0064,2,6921.1,65
I00833,O00008,P0340,1,5946.42,47
I00834,O00450,P0131,4,1126.86,92
I00835,O00792,P0469,5,3948.88,38
I00836,O00578,P0328,4,1854.41,67
I00837,O00951,P0034,5,3576.85,41
I00838,O00183,P0469,4,6513.22,5
I00839,O00285,P0162,2,6314.12,78
I00840,O00292,P0083,3,5531.19,36
I00841,O00230,P0412,3,1251.4,36
I00842,O00772,P0321,3,1232.71,29
I00843,O00212,P0344,3,778.02,65
I00844,O00925,P0202,-2,3533.04,69
I00845,O00007,P0014,5,3486.23,3
I00846,O00965,P0272,3,4764.63,54
I00847,O00851,P0138,4,3703.11,14
I00848,O00443,P0444,1,7508.97,11
I00849,O00750,P0166,2,6681.64,45
I00850,O00228,P0182,1,1150.86,41
I00851,O00283,P0002,2,6501.16,94
I00852,O00076,P0220,5,8214.74,40
I00853,O00955,P0041,1,5406.21,66
I00854,O00572,P0289,3,6871.41,80
I00855,O00643,P0333,1,4423.58,17
I00856,O00966,P0057,5,5112.02,25
I00857,O00497,P0254,3,5019.22,93
I00858,O00204,P0412,4,1102.62,11
I00859,O00768,P0465,5,1016.19,55
I00860,O00626,P0491,1,1121.35,22
I00861,O00270,P0336,1,6985.6,80
I00862,O00358,P0131,5,1374.57,84
I00863,O00861,P0166,2,5138.13,37
I00864,O00646,P0051,4,3991.45,45
I00865,O00099,P0246,5,1351.63,96
I00866,O00458,P0279,3,6673.28,84
I00867,O00476,P0467,4,2576.63,84
I00868,O00408,P0156,1,543.4,99
I00869,O00885,P0364,4,1317.97,52
I00870,O00275,P0240,-2,2003.15,100
I00871,O00791,P0080,4,613.33,86
I00872,O00829,P0189,3,2280.75,51
I00873,O00275,P0315,3,3078.9,28
I00874,O00047,P0384,3,3944.06,52
I00875,O00171,P0024,2,2987.31,99
I00876,O00629,P0428,1,1931.54,16
I00877,O00974,P0231,5,3030.84,48
I00878,O00342,P0384,1,5499.59,98
I00879,O00051,P0425,5,4499.32,46
I00880,O00161,P0027,5,2661.67,50
I00881,O00166,P0162,2,7492.79,42
I00882,O00751,P0314,4,3780.46,1
I00883,O00774,P0446,1,3273.79,13
I00884,O00497,P0123,5,5344.55,36
I00885,O00647,P0328,-3,2125.91,31
I00886,O00127,P0230,1,4671.52,48
I00887,O00759,P0285,4,1711.83,10
I00888,O00740,P0406,1,7672.92,93
I00889,O00761,P0393,-4,585.66,77
I00890,O00603,P0102,2,8695.58,24
I00891,O00804,P0338,5,4486.94,65
I00892,O00470,P0202,1,3989.16,33
I00893,O00299,P0061,5,4696.35,28
I00894,O00495,P0378,4,5864.3,89
I00895,O00392,P0143,5,2155.59,63
I00896,O00782,P0079,4,1574.24,13
I00897,O00999,P0277,4,4994.95,98
I00898,O00489,P0158,2,5334.4,82
I00899,O00830,P0279,3,7986.34,10
I00900,O00213,P0417,1,1897.49,62
I00901,O00145,P0007,5,475.96,60
I00902,O00581,P0103,5,2416.67,7
I00903,O00319,P0354,4,5257.83,19
I00904,O00579,P0379,1,6777.2,0
I00905,O00774,P0441,3,754.95,62
I00906,O00983,P0335,5,7166.94,41
I00907,O00527,P0065,4,1950.57,94
I00908,O00436,P0032,1,4026.66,48
I00909,O00166,P0231,2,2715.52,15
I00910,O00891,P0462,2,5647.97,4
I00911,O00642,P0117,4,2709.07,62
I00912,O00561,P0027,2,2119.1,1
I00913,O00302,P0157,3,313.91,86
I00914,O00630,P0235,3,5147.69,72
I00915,O00536,P0230,2,4377.78,78
I00916,O00258,P0364,3,1304.83,26
I00917,O00738,P0181,3,3789.59,17
I00918,O00850,P0490,2,2846.3,40
I00919,O00482,P0224,4,4252.41,0
I00920,O00205,P0044,3,5621.72,68
I00921,O00063,P0270,4,1739.76,76
I00922,O00652,P0085,2,3491.33,28
I00923,O00951,P0417,3,1286.35,36
I00924,O00314,P0467,4,1879.95,98
I00925,O00575,P0369,4,2681.43,84
I00926,O00157,P0285,2,1080.84,27
I00927,O00578,P0360,3,1715.78,66
I00928,O00393,P0088,5,450.65,98
I00929,O00990,P0446,5,3072.36,78
I00930,O00003,P0066,4,6633.66,27
I00931,O00630,P0017,1,2425.12,21
I00932,O00332,P0123,4,5494.61,6
I00933,O00451,P0073,2,1694.05,60
I00934,O00779,P0229,3,4580.35,71
I00935,O00395,P0449,4,7289.33,45
I00936,O00325,P0148,3,6612.3,77
I00937,O00969,P0178,2,2098.65,35
I00938,O00574,P0070,2,7169.14,88
I00939,O00572,P0454,3,6045.35,83
I00940,O00887,P0199,3,2272.6,59
I00941,O00219,P0330,3,2841.02,24
I00942,O00956,P0127,4,4401.55,1
I00943,O00539,P0460,2,5633.25,75
I00944,O00933,P0116,3,3820.44,32
I00945,O00622,P0327,5,2579.01,82
I00946,O00408,P0445,3,2334.67,89
I00947,O00059,P0395,3,5137.03,3
I00948,O00648,P0101,4,4074.33,22
I00949,O00664,P0298,4,4205.73,13
I00950,O00628,P0108,1,5710.63,19
I00951,O00135,P0020,2,4910.66,15
I00952,O00728,P0177,1,3557.43,12
I00953,O00874,P0169,5,2422.05,78
I00954,O00689,P0263,1,7834.25,40
I00955,O00601,P0352,2,812.51,46
I00956,O00681,P0457,-5,212.86,85
I00957,O00845,P0453,1,2368.75,18
I00958,O00455,P0342,3,652.04,77
I00959,O00420,P0473,2,199.81,95
I00960,O00575,P0392,1,4703.03,43
I00961,O00714,P0445,4,2412.44,59
I00962,O00093,P0216,1,2506.16,11
I00963,O00642,P0489,2,2734.12,98
I00964,O00223,P0493,2,268.22,58
I00965,O00966,P0411,1,4272.41,87
I00966,O00756,P0267,2,2918.54,6
I00967,O00183,P0345,4,6690.67,72
I00968,O00856,P0034,3,3059.61,25
I00969,O00266,P0306,2,2621.75,33
I00970,O00593,P0224,1,5230.58,98
I00971,O00647,P0368,5,3151.74,21
I00972,O00600,P0474,1,6248.62,68
I00973,O00720,P0057,5,5869.18,82
I00974,O00717,P0367,3,4360.88,70
I00975,O00792,P0225,3,452.24,27
I00976,O00945,P0430,4,310.49,84
I00977,O00479,P0327,2,3120.25,47
I00978,O00603,P0407,5,232.8,41
I00979,O00891,P0245,1,3396.47,20
I00980,O00345,P0411,4,5439.13,12
I00981,O00314,P0219,2,2975.81,69
I00982,O00450,P0108,2,5481.17,58
I00983,O00446,P0355,5,5033.45,60
I00984,O00383,P0495,2,7512.36,61
I00985,O00995,P0218,4,1994.54,29
I00986,O00437,P0179,5,5173.5,73
I00987,O00168,P0489,4,2167.35,38
I00988,O00966,P0299,5,1925.85,72
I00989,O00342,P0076,2,7438.44,6
I00990,O00785,P0351,1,5343.45,44
I00991,O00472,P0344,4,536.28,18
I00992,O00309,P0411,2,4449.22,23
I00993,O00448,P0297,2,5782.62,31
I00994,O00866,P0350,2,8759.75,0
I00995,O00103,P0179,4,4387.55,87
I00996,O00935,P0314,4,4355.14,48
I00997,O00782,P0365,4,1197.7,49
I00998,O00958,P0192,2,3075.7,98
I00999,O00840,P0102,3,8186.88,54
I01000,O00074,P0328,5,1672.36,85
I01001,O00907,P0275,-5,5757.9,98
I01002,O00349,P0387,2,1213.09,0
I01003,O00408,P0268,5,7081.88,82
I01004,O00193,P0067,2,1537.58,38
I01005,O00394,P0443,4,2876.97,54
I01006,O00397,P0111,2,3388.1,61
I01007,O00978,P0113,1,3782.8,20
I01008,O00855,P0232,4,3671.88,10
I01009,O00104,P0426,3,4912.47,51
I01010,O00132,P0147,1,203.33,49
I01011,O00670,P0280,-4,9712.24,51
I01012,O00311,P0094,4,713.86,94
I01013,O00822,P0326,1,4569.95,64
I01014,O00730,P0116,3,3739.27,68
I01015,O00184,P0103,3,2685.0,68
I01016,O00082,P0406,4,5469.11,43
I01017,O00528,P0076,5,7528.21,93
I01018,O00476,P0268,4,4984.39,15
I01019,O00052,P0280,4,9397.32,87
I01020,O00346,P0168,3,3405.7,98
I01021,O00184,P0087,1,2029.38,53
I01022,O00305,P0305,1,7245.24,76
I01023,O00038,P0178,1,1982.75,50
I01024,O00548,P0293,2,2492.83,93
I01025,O00442,P0364,2,1628.74,44
I01026,O00250,P0300,4,1972.28,93
I01027,O00042,P0031,5,4645.54,47
I01028,O00742,P0470,1,4346.89,12
I01029,O00743,P0390,4,3023.7,81
I01030,O00023,P0242,3,2671.36,95
I01031,O00761,P0489,3,2630.6,55
I01032,O00585,P0384,1,3821.58,38
I01033,O00875,P0354,5,5400.38,88
I01034,O00485,P0016,1,1392.22,55
I01035,O00797,P0140,3,1122.09,64
I01036,O00932,P0332,1,3150.56,36
I01037,O00213,P0253,-3,3701.52,53
I01038,O00474,P0459,2,3240.71,81
I01039,O00231,P0254,3,3057.49,41
I01040,O00295,P0463,2,2008.06,77
I01041,O00651,P0467,4,2149.57,69
I01042,O00572,P0180,4,2136.91,43
I01043,O00456,P0374,3,1795.8,95
I01044,O00715,P0444,4,6094.07,49
I01045,O00677,P0030,3,2250.76,10
I01046,O00354,P0199,4,1868.15,95
I01047,O00299,P0387,5,1388.62,57
I01048,O00640,P0150,-4,5254.81,79
I01049,O00426,P0070,3,9556.93,2
I01050,O00503,P0102,3,9546.04,48
I01051,O00622,P0100,5,7654.9,15
I01052,O00217,P0401,1,3131.45,73
I01053,O00163,P0359,3,8554.96,94
I01054,O00361,P0181,4,3371.23,53
I01055,O00789,P0325,5,2299.05,13
I01056,O00546,P0275,3,5077.46,51
I01057,O00294,P0007,4,599.81,57
I01058,O00182,P0246,2,1521.5,0
I01059,O00782,P0018,5,5351.84,22
I01060,O00669,P0451,1,3242.26,53
I01061,O00030,P0487,4,6253.31,17
I01062,O00083,P0325,5,2641.86,93
I01063,O00333,P0294,4,7366.2,21
I01064,O00701,P0267,5,2828.57,47
I01065,O00905,P0320,1,8229.53,49
I01066,O00198,P0118,5,665.14,20
I01067,O00896,P0497,4,3815.31,60
I01068,O00301,P0143,2,2238.37,3
I01069,O00471,P0077,2,5499.21,77
I01070,O00816,P0410,4,2949.02,59
I01071,O00823,P0272,5,4009.63,42
I01072,O00740,P0460,2,8684.53,0
I01073,O00417,P0410,1,4403.79,60
I01074,O00428,P0371,4,8897.86,91
I01075,O00796,P0333,5,6577.51,68
I01076,O00848,P0434,1,7095.53,37
I01077,O00743,P0082,4,3428.34,46
I01078,O00524,P0088,4,537.48,56
I01079,O00107,P0184,4,4371.16,33
I01080,O00115,P0303,5,6204.95,46
I01081,O00146,P0005,4,4278.54,61
I01082,O00338,P0280,2,8297.4,9
I01083,O00504,P0213,4,1316.5,96
I01084,O00706,P0182,3,983.98,100
I01085,O00582,P0451,4,2960.0,4
I01086,O00296,P0056,2,712.61,47
I01087,O00299,P0278,5,6479.72,91
I01088,O00313,P0296,2,7585.23,56
I01089,O00825,P0382,3,5523.94,18
I01090,O00394,P0116,5,3552.56,29
I01091,O00598,P0298,1,3251.45,74
I01092,O00739,P0130,1,6004.92,66
I01093,O00922,P0224,4,4593.33,44
I01094,O00514,P0014,2,3131.47,47
I01095,O00497,P0177,4,5180.43,67
I01096,O00919,P0446,4,2425.31,85
I01097,O00317,P0420,1,1357.96,19
I01098,O00747,P0013,3,4308.15,83
I01099,O00471,P0420,2,1702.97,81
I01100,O00867,P0069,1,6833.85,100
I01101,O00760,P0070,5,6138.85,85
I01102,O00102,P0394,1,4323.08,64
I01103,O00985,P0495,1,7239.63,94
I01104,O00994,P0160,5,7429.21,57
I01105,O00251,P0070,5,6369.55,94
I01106,O00667,P0091,2,4137.01,29
I01107,O00624,P0051,4,3678.83,35
I01108,O00751,P0223,1,7854.5,8
I01109,O00063,P0494,2,5931.73,31
I01110,O00489,P0206,5,5886.21,68
I01111,O00650,P0365,1,725.21,61
I01112,O00488,P0439,1,2144.25,69
I01113,O00499,P0467,5,1800.34,1
I01114,O00927,P0095,5,2498.78,56
I01115,O00651,P0277,2,7356.11,58
I01116,O00417,P0083,1,7267.94,63
I01117,O00495,P0279,2,7487.39,82
I01118,O00545,P0004,3,576.34,35
I01119,O00641,P0015,5,7201.84,96
I01120,O00327,P0321,2,1963.28,65
I01121,O00184,P0195,4,4484.08,55
I01122,O00883,P0383,3,6146.63,81
I01123,O00199,P0097,5,5634.71,97
I01124,O00514,P0288,2,2936.09,98
I01125,O00702,P0366,5,5248.13,78
I01126,O00159,P0056,2,882.64,24
I01127,O00873,P0431,4,653.64,84
I01128,O00529,P0355,2,5678.23,83
I01129,O00799,P0045,5,8495.88,29
I01130,O00877,P0069,3,6885.89,47
I01131,O00745,P0035,2,581.26,95
I01132,O00436,P0362,3,4773.93,97
I01133,O00963,P0101,-4,3951.86,52
I01134,O00144,P0156,3,619.59,98
I01135,O00722,P0277,-3,5705.16,84
I01136,O00383,P0095,3,2334.2,54
I01137,O00574,P0316,4,860.41,27
I01138,O00877,P0337,5,194.97,9
I01139,O00741,P0205,2,6636.2,92
I01140,O00995,P0224,5,7153.81,99
I01141,O00931,P0455,4,6158.97,31
I01142,O00601,P0282,3,4340.57,12
I01143,O00283,P0151,1,7184.27,56
I01144,O00138,P0073,3,2162.33,9
I01145,O00751,P0115,3,1392.21,19
I01146,O00588,P0047,2,1655.66,11
I01147,O00587,P0224,4,5834.08,84
I01148,O00837,P0430,3,351.37,2
I01149,O00070,P0050,2,5689.22,89
I01150,O00370,P0116,3,5108.02,57
I01151,O00480,P0404,2,3084.91,46
I01152,O00995,P0207,3,3712.24,32
I01153,O00024,P0326,5,2922.65,82
I01154,O00826,P0130,4,5927.78,6
I01155,O00525,P0454,5,4546.0,72
I01156,O00983,P0398,4,809.04,41
I01157,O00589,P0380,5,6640.13,8
I01158,O00998,P0160,1,6547.96,14
I01159,O00526,P0214,5,3097.2,11
I01160,O00625,P0480,5,821.03,24
I01161,O00442,P0032,1,4274.99,59
I01162,O00757,P0361,4,3475.78,42
I01163,O00590,P0030,1,1694.74,67
I01164,O00412,P0426,4,4700.25,0
I01165,O00020,P0424,5,1331.14,41
I01166,O00877,P0485,4,1004.51,86
I01167,O00670,P0157,3,305.1,98
I01168,O00915,P0156,5,592.89,73
I01169,O00152,P0091,2,2841.29,23
I01170,O00617,P0495,-1,8927.97,5
I01171,O00978,P0181,2,2206.18,40
I01172,O00207,P0427,2,2604.74,54
I01173,O00942,P0224,3,4747.78,45
I01174,O00921,P0300,1,1995.87,15
I01175,O00889,P0104,-4,6759.41,94
I01176,O00458,P0309,2,595.92,25
I01177,O00605,P0207,2,3925.07,11
I01178,O00593,P0102,2,8401.67,15
I01179,O00124,P0174,2,3557.54,94
I01180,O00325,P0112,5,4275.13,26
I01181,O00369,P0255,1,5708.14,65
I01182,O00017,P0197,1,1978.61,53
I01183,O00103,P0351,4,6178.93,39
I01184,O00869,P0166,1,6622.59,29
I01185,O00830,P0128,1,2247.71,60
I01186,O00282,P0142,1,8184.85,41
I01187,O00255,P0373,1,1782.61,1
I01188,O00144,P0044,2,5624.73,97
I01189,O00822,P0332,1,3214.68,94
I01190,O00425,P0283,3,6532.43,53
I01191,O00532,P0092,2,2416.74,94
I01192,O00948,P0492,2,797.13,20
I01193,O00314,P0258,1,1131.99,47
I01194,O00030,P0277,3,8032.41,42
I01195,O00036,P0338,1,5680.47,18
I01196,O00387,P0406,4,7908.06,92
I01197,O00103,P0251,5,5319.57,28
I01198,O00068,P0024,1,2267.59,60
I01199,O00877,P0124,4,7593.51,56
I01200,O00829,P0293,2,3519.43,39
I01201,O00925,P0013,4,3167.85,41
I01202,O00629,P0445,5,3486.23,12
I01203,O00852,P0121,4,6256.86,25
I01204,O00133,P0427,2,3462.97,18
I01205,O00762,P0096,2,239.67,51
I01206,O00108,P0097,3,4145.05,32
I01207,O00309,P0051,2,3834.25,59
I01208,O00592,P0036,5,1335.95,34
I01209,O00384,P0270,2,1773.89,74
I01210,O00819,P0056,1,917.62,6
I01211,O00015,P0103,2,1663.9,4
I01212,O00331,P0230,2,2832.3,61
I01213,O00193,P0126,4,1638.01,73
I01214,O00220,P0448,4,5782.76,33
I01215,O00763,P0308,5,1083.78,98
I01216,O00346,P0236,5,3804.22,23
I01217,O00893,P0088,3,496.28,70
I01218,O00685,P0365,4,1163.7,97
I01219,O00801,P0123,5,6710.32,82
I01220,O00130,P0292,1,5545.75,58
I01221,O00730,P0420,1,1442.82,44
I01222,O00567,P0258,3,1536.26,10
I01223,O00840,P0303,5,6904.7,65
I01224,O00697,P0039,2,4862.58,2
I01225,O00363,P0042,2,1831.97,99
I01226,O00544,P0464,2,3566.02,68
I01227,O00711,P0382,3,6250.21,67
I01228,O00103,P0260,2,6513.74,81
I01229,O00953,P0408,5,6301.97,19
I01230,O00625,P0035,5,607.11,25
I01231,O00993,P0163,3,614.83,37
I01232,O00996,P0393,4,468.96,60
I01233,O00739,P0354,4,5787.26,0
I01234,O00570,P0162,1,6640.77,26
I01235,O00069,P0277,5,5132.45,52
I01236,O00843,P0441,2,584.82,31
I01237,O00662,P0169,4,2806.51,75
I01238,O00359,P0235,2,3151.25,35
I01239,O00127,P0229,2,6661.67,74
I01240,O00146,P0058,2,430.75,97
I01241,O00121,P0438,-3,1132.11,67
I01242,O00613,P0283,1,5407.83,84
I01243,O00128,P0257,4,3372.94,78
I01244,O00902,P0391,4,9598.99,92
I01245,O00973,P0487,3,7506.9,48
I01246,O00478,P0334,3,3697.54,21
I01247,O00231,P0493,4,251.62,11
I01248,O00886,P0064,5,5516.79,85
I01249,O00987,P0243,4,3933.87,7
I01250,O00287,P0042,1,2163.97,93
I01251,O00656,P0137,3,6268.91,53
I01252,O00086,P0160,3,4542.35,91
I01253,O00507,P0426,4,3776.01,55
I01254,O00800,P0001,3,6442.12,62
I01255,O00580,P0062,5,3882.86,66
I01256,O00111,P0484,4,603.0,82
I01257,O00121,P0318,1,6700.14,30
I01258,O00727,P0170,3,931.33,53
I01259,O00041,P0018,4,4981.4,100
I01260,O00588,P0416,4,4034.52,4
I01261,O00644,P0044,4,5769.41,55
I01262,O00186,P0001,1,3919.6,42
I01263,O00423,P0079,1,1801.47,93
I01264,O00260,P0458,4,3086.39,87
I01265,O00989,P0081,3,1527.9,57
I01266,O00716,P0048,1,8298.38,33
I01267,O00790,P0075,2,5468.26,82
I01268,O00772,P0034,3,3407.32,22
I01269,O00342,P0237,4,5672.31,68
I01270,O00314,P0226,2,548.31,92
I01271,O00321,P0440,1,4861.67,81
I01272,O00208,P0407,2,163.01,90
I01273,O00826,P0427,4,2835.03,46
I01274,O00331,P0486,2,2004.53,24
I01275,O00519,P0419,5,5424.38,71
I01276,O00552,P0223,3,5356.94,79
I01277,O00093,P0126,1,1711.42,84
I01278,O00150,P0152,4,2242.3,68
I01279,O00944,P0157,3,259.82,94
I01280,O00995,P0114,3,5289.67,28
I01281,O00252,P0282,4,4810.62,85
I01282,O00230,P0038,-3,1414.73,28
I01283,O00451,P0494,2,7757.62,27
I01284,O00250,P0181,-2,3735.61,78
I01285,O00425,P0495,4,7328.5,72
I01286,O00869,P0231,2,2713.39,51
I01287,O00397,P0196,5,5754.87,90
I01288,O00270,P0334,3,3709.67,46
I01289,O00366,P0162,2,4564.31,88
I01290,O00848,P0456,2,1491.18,31
I01291,O00099,P0294,5,8858.71,100
I01292,O00549,P0014,5,3129.82,77
I01293,O00735,P0221,2,3168.03,70
I01294,O00589,P0369,2,3130.95,58
I01295,O00606,P0410,5,3495.59,21
I01296,O00573,P0497,1,4888.12,44
I01297,O00152,P0327,4,2218.1,45
I01298,O00283,P0437,1,6370.3,93
I01299,O00503,P0431,1,782.88,97
I01300,O00221,P0053,2,2146.42,39
I01301,O00312,P0278,5,6580.89,72
I01302,O00148,P0467,5,2351.9,87
I01303,O00007,P0134,5,3190.43,6
I01304,O00794,P0445,3,4055.86,78
I01305,O00748,P0210,1,4325.69,24
I01306,O00793,P0498,2,638.45,22
I01307,O00952,P0115,-2,1461.31,15
I01308,O00969,P0061,3,4622.48,89
I01309,O00391,P0360,4,2485.35,17
I01310,O00319,P0253,3,4705.06,90
I01311,O00512,P0173,4,2153.67,33
I01312,O00360,P0252,4,9500.27,81
I01313,O00770,P0492,1,787.93,32
I01314,O00063,P0179,1,5712.38,7
I01315,O00002,P0475,3,1862.13,67
I01316,O00394,P0249,-1,3915.6,72
I01317,O00072,P0420,5,2070.16,24
I01318,O00549,P0092,5,1591.55,44
I01319,O00935,P0374,1,1799.58,47
I01320,O00452,P0157,5,311.72,98
I01321,O00834,P0196,2,5965.9,3
I01322,O00551,P0050,5,5736.81,15
I01323,O00111,P0005,3,3148.55,23
I01324,O00922,P0081,5,1373.15,24
I01325,O00628,P0218,5,1986.21,58
I01326,O00803,P0344,5,732.32,14
I01327,O00253,P0039,5,5346.91,30
I01328,O00414,P0349,4,3708.08,7
I01329,O00932,P0251,4,8091.76,96
I01330,O00533,P0162,5,4613.18,83
I01331,O00577,P0202,3,5031.8,68
I01332,O00560,P0479,5,845.99,36
I01333,O00782,P0335,3,5431.0,80
I01334,O00387,P0438,4,847.44,3
